Unique_Investment_Identifier,Business_Case_ID,Agency_Code,Agency_Name,Investment_Title,Unique_Project_ID,Project_ID,Project_Name,Start_Date,Completion_Date,Project_LifeCycle_Cost,Schedule_Variance_days,Schedule_Variancne_perc,Schedule_Color,Cost_Variance_mil,Cost_Variance,Cost_Color
007-000001184,913,7,Department of Defense,Mission Planning System (MPS) Increment IV,P1184-105,2643,Joint Precision Air Drop System (JPADS) Phase I,27/04/2011,30/09/2014,26.3,0,0,Green,0,0,Green
007-000001184,913,7,Department of Defense,Mission Planning System (MPS) Increment IV,P1184-106,2644,F-16 Block 40/50 Phase I,28/04/2006,04/03/2016,67.589,0,0,Green,0,0,Green
007-000001184,913,7,Department of Defense,Mission Planning System (MPS) Increment IV,P1184-107,2645,MPS Increment IV,19/05/2008,30/09/2016,283.08,0,0,Green,0,0,Green
007-000001184,913,7,Department of Defense,Mission Planning System (MPS) Increment IV,P1184-108,2646,Increment IV; F-22 Rel 12 SW Development and Fielding,01/10/2011,01/01/2014,11.994,-182,-35.2,Red,0,0,Green
007-000001184,913,7,Department of Defense,Mission Planning System (MPS) Increment IV,P1184-109,2647,Increment IV; Representative Platform (E-8) - SW Development and Fielding,01/09/2008,01/04/2012,19.947,-516,-187.64,Red,0,0,Green
007-000001184,913,7,Department of Defense,Mission Planning System (MPS) Increment IV,P1184-110,2648,Sustainment of Platform MPEs,01/10/2010,01/10/2015,21.271,0,0,Green,0,0,Green
007-000001184,913,7,Department of Defense,Mission Planning System (MPS) Increment IV,P1184-113,6303,F-16 Block 30 Phase I,05/02/2009,30/09/2015,37.99,0,0,Green,0,0,Green
007-000001184,913,7,Department of Defense,Mission Planning System (MPS) Increment IV,P1184-114,6305,F-22 Phase I,27/04/2011,31/08/2016,43.916,0,0,Green,0,0,Green
007-000001184,913,7,Department of Defense,Mission Planning System (MPS) Increment IV,P1184-115,6307,A-10 Phase I,24/05/2012,31/10/2014,3.715,0,0,Green,0,0,Green
007-000001184,913,7,Department of Defense,Mission Planning System (MPS) Increment IV,P1184-116,6309,B-1 Phase I,27/04/2011,30/09/2016,52.456,0,0,Green,0,0,Green
007-000001184,913,7,Department of Defense,Mission Planning System (MPS) Increment IV,P1184-117,6311,F-15 C/D/E Phase II,27/04/2011,30/06/2017,97.278,0,0,Green,0,0,Green
007-000003947,915,7,Department of Defense,Air Force Integrated Personnel and Pay System (AFIPPS),P3947-101,2686,"Increment 1 (Requirements analysis, design, integration, functional/systems test, deployment, and training for all AF-IPPS capability releases and a COTS SW version upgrade)",01/02/2010,30/06/2018,958.5,0,0,Green,0.006,0,Green
007-000001042,917,7,Department of Defense,Defense Occupational and Environmental Health Readiness System - Industrial Hygiene,P1042-101,2622,Defense Occupational and Environmental Health Readiness System - Industrial Hygiene (DOEHRS-IH) Modernizations/Enhancements,31/01/2012,01/06/2013,15.812,-90,-18.48,Yellow,0,0,Green
007-000001042,917,7,Department of Defense,Defense Occupational and Environmental Health Readiness System - Industrial Hygiene,P1042-102,3819,DEFENSE OCCUPATIONAL AND ENVIRONMENTAL HEALTH READINESS SYSTEM - INDUSTRIAL HYGIENE (DOEHRS-IH): HazMat,01/07/2013,30/12/2014,7.013,0,0,Green,0,0,Green
007-000001243,918,7,Department of Defense,Teleport Generation 1/2,P1243-101,2652,Technology Refreshment / Technology Insertion,01/08/2011,01/10/2030,13.357,0,0,Green,0,0,Green
007-000001248,919,7,Department of Defense,Teleport Generation 3,P1248-102,2653,Phase 1 AEHF XDR,01/10/2010,30/09/2015,105.57,0,0,Green,0,0,Green
007-000001248,919,7,Department of Defense,Teleport Generation 3,P1248-103,4033,Phase 2 MET X/KA ENHANCEMENTS,02/03/2010,18/07/2018,128.462,0,0,Green,0,0,Green
007-000001791,921,7,Department of Defense,Energy Convergence,P1791-101,2799,Release 1.0,01/03/2011,24/11/2011,3.888,0,0,Green,0,0,Green
007-000001791,921,7,Department of Defense,Energy Convergence,P1791-104,2800,Release 2.0,01/03/2011,20/01/2014,43.574,0,0,Green,0,0,Green
007-000001791,921,7,Department of Defense,Energy Convergence,P1791-105,6301,Release 3.0,02/01/2013,20/01/2014,20,0,0,Green,0,0,Green
007-000001099,922,7,Department of Defense,Air Force Intranet Increment 3,P1099-101,2627,Air Force Network consolidation.,01/01/2011,30/09/2013,17.6,0,0,Green,0,0,Green
007-000003945,923,7,Department of Defense,JSpOC Mission System,P3945-102,2803,JMS Increment 1,11/04/2011,30/09/2014,171,0,0,Green,0,0,Green
007-000003945,923,7,Department of Defense,JSpOC Mission System,P3945-103,2804,JMS Increment 2,01/10/2011,30/09/2016,258.465,0,0,Green,0,0,Green
007-000003945,923,7,Department of Defense,JSpOC Mission System,P3945-107,6285,Prior System Program Office Increment 2 Risk Reduction Efforts,01/10/2009,30/09/2011,48.41,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-101,2689,Electronic Health Record (EHR) Way Ahead is a proposed Major Automated Information System program. Joint DoD/VA project. AoA decision pending. This project is for Initial Planning activities.,24/05/2010,17/04/2012,21.932,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-102,2690,Infrastructure for EHRWA (Initial Support),26/01/2011,25/01/2012,12.645,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-103,2691,Infrastructure for EHRWA (Follow on Support),26/01/2012,17/04/2012,2.945,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-104,3137,iEHR Prime Mission Product,18/04/2012,30/09/2012,108.669,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-105,3139,iEHR System Engineering,18/04/2012,30/09/2012,17.908,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-106,3141,iEHR Program Management,18/04/2012,30/09/2012,29.603,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-107,3143,iEHR System Test and Evaluation,18/04/2012,30/09/2012,8.448,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-108,3145,iEHR Operational/Site Activation,18/04/2012,30/09/2012,10.927,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-109,3147,Operations and Sustainment,18/04/2012,30/09/2012,3.408,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-120,4051,FY14 iEHR Operational/Site Activation,01/10/2013,30/09/2014,15,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-121,4053,FY14 Operations and Sustainment,01/10/2013,30/09/2014,15,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-111,4055,FY13 iEHR System Engineering,01/10/2012,30/09/2013,57.376,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-112,4057,FY13 iEHR Program Management,01/10/2012,30/09/2013,38.487,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-113,4059,FY13 iEHR System Test and Evaluation,01/10/2012,30/09/2013,8.199,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-114,4061,FY13 iEHR Operational/Site Activation,01/10/2012,30/09/2013,30.451,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-115,4063,FY13 Operations and Sustainment,01/10/2012,30/09/2013,6.993,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-116,4065,FY14 iEHR Prime Mission Product,01/10/2013,30/09/2014,260,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-117,4067,FY14 iEHR System Engineering,01/10/2013,30/09/2014,55,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-118,4069,FY14 iEHR Program Management,01/10/2013,30/09/2014,35,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-119,4071,FY14 iEHR System Test and Evaluation,01/10/2013,30/09/2014,8,0,0,Green,0,0,Green
007-000004122,924,7,Department of Defense,Integrated Electronic Health Record,P4122-110,4073,FY13 iEHR Prime Mission Product,01/10/2012,30/09/2013,290.322,0,0,Green,0,0,Green
007-000000688,1114,7,Department of Defense,DISTRIBUTED LEARNING SYSTEM,P0688-101,2599,"The FY12 Distributed Learning System (DLS) Operations and Sustainment, DLS Enterprise Technology Refreshment and DDTC Production and Fielding",01/10/2011,30/09/2012,42.393,0,0,Green,0,0,Green
007-000000688,1114,7,Department of Defense,DISTRIBUTED LEARNING SYSTEM,P0688-102,3815,"The FY13 Distributed Learning System (DLS) Operations and Sustainment, DLS Enterprise Technology Refreshment and DDTC Production and Fielding",30/09/2012,30/09/2013,41.101,0,0,Green,0,0,Green
007-000000688,1114,7,Department of Defense,DISTRIBUTED LEARNING SYSTEM,P0688-103,3817,"The FY14 Distributed Learning System (DLS) Operations and Sustainment, DLS Enterprise Technology Refreshment and DDTC Production and Fielding",30/09/2012,30/09/2014,59.17,0,0,Green,0,0,Green
007-000001640,1115,7,Department of Defense,RESERVE COMPONENT AUTOMATION SYSTEM,P1640-104,2657,Reserve Component Automation System (RCAS) Infrastructure Refresh.,01/10/2011,30/09/2012,41.248,2,0.55,Green,0,0,Green
007-000001640,1115,7,Department of Defense,RESERVE COMPONENT AUTOMATION SYSTEM,P1640-105,2658,Reserve Component Automation System (RCAS) Lifecycle Software Sustainment.,01/10/2011,30/09/2012,41.487,2,0.55,Green,0,0,Green
007-000001640,1115,7,Department of Defense,RESERVE COMPONENT AUTOMATION SYSTEM,P1640-107,3923,Reserve Component Automation System (RCAS) Lifecycle Software Sustainment.,01/10/2012,30/09/2013,33.935,273,75,Red,22.256,65.58,Red
007-000001640,1115,7,Department of Defense,RESERVE COMPONENT AUTOMATION SYSTEM,P1640-108,3925,Reserve Component Automation System (RCAS) Infrastructure Refresh.,01/10/2013,30/09/2014,34.951,0,0,Green,0,0,Green
007-000001640,1115,7,Department of Defense,RESERVE COMPONENT AUTOMATION SYSTEM,P1640-106,3927,Reserve Component Automation System (RCAS) Infrastructure Refresh.,01/10/2012,30/09/2013,35.493,273,75,Red,20.493,57.74,Red
007-000001640,1115,7,Department of Defense,RESERVE COMPONENT AUTOMATION SYSTEM,P1640-109,3929,Reserve Component Automation System (RCAS) Lifecycle Software Sustainment.,01/10/2013,30/09/2014,38.493,0,0,Green,0,0,Green
007-000001667,1116,7,Department of Defense,Integrated Data Environment/Global Transportation Network Convergence,P1667-101,2659,Transportation Tracking Number (TTN),01/06/2009,30/09/2012,19.483,-109,-29.86,Yellow,0,0,Green
007-000005090,1118,7,Department of Defense,DLA Enterprise Business System,P5090-101,2693,DLA Enterprise Business System,30/09/2000,07/07/2017,1785.543,0,0,Green,0,0,Green
007-000006040,1119,7,Department of Defense,ARMY ACCESSIONING - INTEGRATED AUTOMATION ARCHITECTURE,P6040-101,2694,FY12 TECH REFRESH,01/10/2011,08/01/2013,4.971,-6,-1.31,Green,0.022,0.44,Green
007-000006040,1119,7,Department of Defense,ARMY ACCESSIONING - INTEGRATED AUTOMATION ARCHITECTURE,P6040-102,3961,FY13 TECH REFRESH,01/10/2012,30/09/2013,4.343,0,0,Green,0,0,Green
007-000006040,1119,7,Department of Defense,ARMY ACCESSIONING - INTEGRATED AUTOMATION ARCHITECTURE,P6040-103,3963,FY14 TECH REFRESH,01/10/2013,30/09/2014,7.842,0,0,Green,7.842,100,Red
007-000006040,1119,7,Department of Defense,ARMY ACCESSIONING - INTEGRATED AUTOMATION ARCHITECTURE,P6040-104,6585,FY12 Sustainment Efforts,01/10/2011,30/09/2012,73.035,0,0,Green,0,0,Green
007-000006040,1119,7,Department of Defense,ARMY ACCESSIONING - INTEGRATED AUTOMATION ARCHITECTURE,P6040-105,6587,FY13 SUSTAINMENT EFFORTS,01/10/2012,30/09/2013,63.738,0,0,Green,0,0,Green
007-000006040,1119,7,Department of Defense,ARMY ACCESSIONING - INTEGRATED AUTOMATION ARCHITECTURE,P6040-106,6589,FY14 SUSTAINMENT EFFORTS,01/10/2013,30/09/2014,58.988,0,0,Green,0,0,Green
007-000006430,1120,7,Department of Defense,KNOWLEDGE MANAGEMENT,P6430-101,2708,AKO Technology Replacement,03/10/2011,30/09/2012,416.098,-334,-92.01,Red,-430.033,-3389.02,Red
007-000006430,1120,7,Department of Defense,KNOWLEDGE MANAGEMENT,P6430-102,3965,AKO Operations and Maintenance,01/12/2012,31/12/2015,75,672,59.73,Red,37.5,50,Red
007-000001699,1123,7,Department of Defense,SHIPBOARD MANAGEMENT INFORMATION SYSTEM,P1699-101,2660,SMIS FY12 Technology Refresh and Deployment,03/10/2011,28/09/2012,8.574,-336,-93.07,Red,0,0,Green
007-000001699,1123,7,Department of Defense,SHIPBOARD MANAGEMENT INFORMATION SYSTEM,P1699-104,3931,SMIS FY14 TECHNOLOGY REFRESH AND DEPLOYMENT,01/10/2013,30/09/2014,1.994,0,0,Green,0,0,Green
007-000001699,1123,7,Department of Defense,SHIPBOARD MANAGEMENT INFORMATION SYSTEM,P1699-103,3933,SMIS FY13 TECHNOLOGY REFRESH AND DEPLOYMENT,01/10/2012,30/09/2013,9.227,0,0,Green,0,0,Green
007-000000573,1124,7,Department of Defense,DEFENSE CIVILIAN PERSONNEL DATA SYSTEM,P0573-101,2628,Secure Hash Algorithm (SHA) 256 Infrastructure Upgrade,15/11/2011,30/09/2013,3.404,0,0,Green,0,0,Green
007-000000573,1124,7,Department of Defense,DEFENSE CIVILIAN PERSONNEL DATA SYSTEM,P0573-102,2629,DoD Demilitarized Zone (DMZ) Extension,11/05/2011,30/09/2014,4.804,0,0,Green,0,0,Green
007-000000573,1124,7,Department of Defense,DEFENSE CIVILIAN PERSONNEL DATA SYSTEM,P0573-104,3785,Upgrade of DCPDS Application Servers to Hewlett Packard Blade Architecture,01/01/2012,15/12/2014,3.54,-593,-122.02,Red,0,0,Green
007-000000573,1124,7,Department of Defense,DEFENSE CIVILIAN PERSONNEL DATA SYSTEM,P0573-103,3787,USA Staffing Interface,08/09/2011,31/08/2012,0.321,0,0,Green,-0.003,-0.93,Green
007-000000573,1124,7,Department of Defense,DEFENSE CIVILIAN PERSONNEL DATA SYSTEM,P0573-105,3789,DCPDS Consolidation and Move to Federal Data Center,01/10/2012,30/09/2015,42.55,0,0,Green,0,0,Green
007-000001191,1126,7,Department of Defense,MEPCOM Integrated Resource System,P1191-106,2728,Technology refresh for FY12 Procurement funding,01/11/2011,31/12/2012,22.5,-273,-64.08,Red,11.911,53.64,Red
007-000001191,1126,7,Department of Defense,MEPCOM Integrated Resource System,P1191-109,7516,FY13 MIRS sustainment,01/10/2012,30/09/2013,33.45,0,0,Green,0,0,Green
007-000001191,1126,7,Department of Defense,MEPCOM Integrated Resource System,P1191-110,7518,FY14 MIRS sustainment,01/10/2013,30/09/2014,42.623,0,0,Green,42.623,100,Red
007-000000128,1141,7,Department of Defense,AREA COMMON USER SYSTEM MODERNIZATION,P0128-101,3421,High Capacity Line of Sight (HCLOS) Radio Modification Work Order (MWO) kits,27/04/2012,27/03/2013,15.154,-156,-46.71,Red,0,0,Green
007-000000128,1141,7,Department of Defense,AREA COMMON USER SYSTEM MODERNIZATION,P0128-102,7520,ACUS Mod,01/11/2013,01/12/2014,61.031,0,0,Green,0,0,Green
007-000001943,1143,7,Department of Defense,Aviation Tactical Communication Systems,P1943-101,3935,Aviation Tactical Communication Systems (ATCS),01/05/2005,30/09/2038,2433.642,0,0,Green,0,0,Green
007-000001686,1147,7,Department of Defense,Defense Agencies Initiative,P1686-101,4427,"FY2013 Project:  Finalize October 2012 Agency Deployments, Sustain 12 Defense Agencies and Field Activities, Develop/Update ACAT IA level Statutory/Regulatory Requirements, Upgrade to Oracle EBS R12, and Support SSAE 16 Requirements",01/10/2012,30/09/2013,63.46,0,0,Green,0,0,Green
007-000001686,1147,7,Department of Defense,Defense Agencies Initiative,P1686-102,4429,"FY2014 Project:  Sustain deployed Agencies/Activities, Mature Global Model, Develop ACAT IA requirements, Work with agencies migrating to R12, Develop/Update SSAE 16 Service Provider Assertion requirements",01/10/2013,30/09/2014,89.65,0,0,Green,0,0,Green
007-000001836,1149,7,Department of Defense,High Performance Computing Modernization Program (HPCMP),P1836-102,6319,DoD Supercomputing Resource Center FY14 Technical Insertion,01/10/2013,30/09/2014,70.283,0,0,Green,0,0,Green
007-000004787,1155,7,Department of Defense,Mid-tier Networking Vehicular Radio,P4787-101,3959,Mid-Tier Networking Vehicular Radio (MNVR),01/10/2012,30/09/2025,2707.3,0,0,Green,6.67,6.32,Green
007-000004806,1157,7,Department of Defense,INTEGRATED PERSONNEL AND PAY SYSTEM - NAVY,P4806-101,4671,Personnel Modernization (Retirements and Separations),01/10/2012,31/01/2015,42.143,0,0,Green,0,0,Green
007-000006948,1159,7,Department of Defense,USMC UNIT OPERATIONS CENTER,P6948-101,4433,COC (V) 1,02/05/2011,31/01/2014,24.6,0,0,Green,0,0,Green
007-000005865,1201,7,Department of Defense,Distributed Common Ground System-Army,P5865-101,4431,Software Release Development,29/01/2010,28/04/2017,434.4,0,0,Green,64,14.73,Yellow
007-000003349,1261,7,Department of Defense,Launch Test Range System,P3349-101,5787,Modernization Eastern Range Network (MEN),01/09/2012,30/11/2017,99.794,0,0,Green,0.003,0,Green
007-000003349,1261,7,Department of Defense,Launch Test Range System,P3349-102,5789,Western Range Modernized Netowrk (WMN),01/05/2013,30/11/2019,154.503,0,0,Green,0.002,0,Green
018-000001140,802,18,Department of Education,Integrated Partner Management (IPM),A,1589,Integrated Partner Management (IPM) - FY 2012,15/03/2012,28/09/2012,4.528542,-336,-170.56,Red,0,0,Green
018-999993200,803,18,Department of Education,Budget Formulation and Execution Line of Business (BFE),1,1337,BFELoB,01/08/2011,31/07/2012,1.145,0,0,Green,-0.00227,-0.2,Green
018-999993200,803,18,Department of Education,Budget Formulation and Execution Line of Business (BFE),2,3355,BFELoB (FY2013),01/08/2012,31/07/2013,1.215,0,0,Green,0,0,Green
018-999993200,803,18,Department of Education,Budget Formulation and Execution Line of Business (BFE),3,3357,BFELoB (FY2014),01/08/2013,31/07/2014,1.275,0,0,Green,0,0,Green
018-000001040,804,18,Department of Education,Integrated Support Service (ISS),1,1360,FY12 Maintenance,16/07/2012,16/11/2012,0.5,147,119.51,Red,0.149,29.8,Yellow
018-000001040,804,18,Department of Education,Integrated Support Service (ISS),2,3361,Hardware Refresh,14/01/2013,14/01/2014,4,-167,-45.75,Red,4,100,Red
018-000002280,806,18,Department of Education,Integrated Postsecondary Education Data System (IPEDS),1,1354,2011-12 Collection Task 3: Web Based Data Collection Software,01/06/2011,31/08/2012,1.34141,0,0,Green,0.001367,0.18,Green
018-000002280,806,18,Department of Education,Integrated Postsecondary Education Data System (IPEDS),2,1355,2011-12 Collection Task 8: Data Dissemination System and Web Tools,01/06/2011,30/11/2012,0.667546,0,0,Green,0.008336,1.64,Green
018-000002280,806,18,Department of Education,Integrated Postsecondary Education Data System (IPEDS),3,1356,2011-12 Collection Option Task 1: Table Generator,01/09/2011,31/08/2012,0.348112,0,0,Green,0.004773,1.5,Green
018-000002280,806,18,Department of Education,Integrated Postsecondary Education Data System (IPEDS),4,1357,2012-13 Collection Task 3: Web Based Data Collection Software,01/06/2012,31/08/2013,1.429328,0,0,Green,0.009315,0.65,Green
018-000002280,806,18,Department of Education,Integrated Postsecondary Education Data System (IPEDS),5,1358,2012-13 Collection Task 6: Help Desk Application Software,01/06/2012,30/09/2012,0.040534,-30,-32.97,Red,0.019027,47,Red
